,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
3335,doctissimo,résultats positifs,NOM ADJ,14,False,,,,False
3336,doctissimo,légèrement gonflé,ADV VER:pper,4,False,,,,False
3338,doctissimo,c\'est qu\'il faut,ADJ NOM VER:pres,8,False,,,,False
3340,doctissimo,faire la nature,VER:infi DET:ART NOM,24,False,,,,False
3341,doctissimo,entendu parlé,VER:pper VER:pper,61,False,,,,False
3342,doctissimo,cellules de la peau,NOM PRP DET:ART NOM,5,False,,,,False
3343,doctissimo,couche de peau,NOM PRP NOM,9,False,,,,False
3346,doctissimo,laser ktp,NOM NOM,7,False,,,,False
3347,doctissimo,faire un peeling,VER:infi DET:ART NOM,4,False,,,,False
3348,doctissimo,produits chimique,NOM ADJ,3,False,,,,False
3350,doctissimo,niveau peau,NOM NOM,3,False,,,,False
3352,doctissimo,écran total,NOM ADJ,9,False,,,,False
3354,doctissimo,décidé d\'en,VER:pper NOM,4,False,,,,False
3357,doctissimo,d\'acide hyaluronique,ADJ ADJ,4,False,,,,False
3359,doctissimo,c\'est un produit,NOM DET:ART NOM,8,False,,,,False
3360,doctissimo,c\'est un truc,NOM DET:ART NOM,12,False,,,,False
3361,doctissimo,truc qu\'on,NOM NOM,6,False,,,,False
3362,doctissimo,déjà à la base,ADV PRP DET:ART NOM,4,False,,,,False
3363,doctissimo,prend du temps,VER:pres PRP:det NOM,23,False,,,,False
3367,doctissimo,dermato m\'a,NOM VER:simp,8,False,,,,False
3370,doctissimo,qu\'elle m\'a,ADJ VER:simp,12,False,,,,False
3371,doctissimo,mois c\'est,NOM NOM,20,False,,,,False
3372,doctissimo,c\'est long,NOM ADJ,24,False,,,,False
3374,doctissimo,vraiment à fond,ADV PRP NOM,3,False,,,,False
3378,doctissimo,faire des séances,VER:infi PRP:det NOM,15,False,,,,False
3379,doctissimo,peau rouge,NOM ADJ,3,False,,,,False
3382,doctissimo,fond de teint,NOM PRP NOM,37,False,,,,False
3383,doctissimo,vraiment au bout,ADV PRP:det NOM,4,False,,,,False
3384,doctissimo,bout de quelques mois,NOM PRP PRO:IND NOM,12,False,,,,False
3385,doctissimo,qu\'à attendre,VER:pper VER:infi,10,False,,,,False
3387,doctissimo,qu\'il s\'agit,NOM VER:simp,31,False,,,,False
3388,doctissimo,qu\'il s\'agit d\'un,NOM VER:simp ADJ,8,False,,,,False
3390,doctissimo,vie c\'est,NOM NOM,5,False,,,,False
3391,doctissimo,c\'est pas facile,NOM ADV ADJ,21,False,,,,False
3392,doctissimo,faire du laser,VER:infi PRP:det NOM,4,False,,,,False
3395,doctissimo,qu\'il voit,NOM VER:pres,5,False,,,,False
3396,doctissimo,aggraver les choses,VER:infi DET:ART NOM,5,False,,,,False
3397,doctissimo,vois qu\'on,VER:pres NOM,7,False,,,,False
3398,doctissimo,qu\'on fera,NOM VER:futu,3,False,,,,False
3399,doctissimo,séance de laser,NOM PRP NOM,13,False,,,,False
3401,doctissimo,c\'est bizarre,NOM ADJ,22,False,,,,False
3402,doctissimo,déjà mettre,ADV VER:infi,3,False,,,,False
3403,doctissimo,l\'acide hyaluronique,NOM ADJ,6,False,,,,False
3404,doctissimo,hic c\'est,NOM NOM,7,False,,,,False
3405,doctissimo,c\'est que c\'est,NOM KON NOM,15,False,,,,False
3406,doctissimo,mettre la dose,VER:infi DET:ART NOM,3,False,,,,False
3407,doctissimo,peau fine,NOM ADJ,5,False,,,,False
3410,doctissimo,traitement au laser,NOM PRP:det NOM,6,True,D053685,Thérapie laser,Laser Therapy,False
3411,doctissimo,chirurgien esthétique,NOM ADJ,20,False,,,,True
3415,doctissimo,j\'ai peur qu\'à,VER:simp NOM ADJ,3,False,,,,False
3416,doctissimo,peur qu\'à,NOM ADJ,4,False,,,,False
3417,doctissimo,j\'ai même l\'impression,VER:simp ADJ NOM,4,False,,,,False
3420,doctissimo,vraiment super,ADV ADJ,34,False,,,,False
3421,doctissimo,problèmes de peau,NOM PRP NOM,30,False,,,,False
3422,doctissimo,partir avec le temps,VER:infi PRP DET:ART NOM,4,False,,,,False
3423,doctissimo,qu\'il devait,NOM VER:impf,6,False,,,,False
3425,doctissimo,super long,ADJ ADJ,20,False,,,,False
3426,doctissimo,mal en patience,NOM PRP NOM,54,False,,,,False
3427,doctissimo,envoyer une copie,VER:infi DET:ART NOM,3,False,,,,False
3428,doctissimo,peau normale,NOM ADJ,6,False,,,,False
3429,doctissimo,crème apaisante,NOM ADJ,5,False,,,,False
3430,doctissimo,crème de jour,NOM PRP NOM,14,False,,,,False
3431,doctissimo,j\'y arrive,NOM VER:pres,10,False,,,,False
3434,doctissimo,prends des vitamines,VER:pres PRP:det NOM,5,False,,,,False
3436,doctissimo,droit de faire,NOM PRP VER:infi,17,False,,,,False
3437,doctissimo,faire n\'importe,VER:infi NOM,3,False,,,,False
3442,doctissimo,proposé de faire,VER:pper PRP VER:infi,5,False,,,,False
3443,doctissimo,l\'air d\'être,VER:infi NOM,13,False,,,,False
3444,doctissimo,d\'être sûre,NOM ADJ,3,False,,,,False
3447,doctissimo,c\'est carrément,NOM ADV,3,False,,,,False
3448,doctissimo,s\'ils veulent,NOM VER:pres,6,False,,,,False
3450,doctissimo,contrôle hier,NOM ADV,5,False,,,,False
3452,doctissimo,veut dire qu\'il,VER:pres VER:infi NOM,11,False,,,,False
3453,doctissimo,petit doute,ADJ NOM,5,False,,,,False
3457,doctissimo,l\'impression que c\'est,NOM KON NOM,26,False,,,,False
3458,doctissimo,j\'espère que c\'est,NOM KON NOM,9,False,,,,False
3462,doctissimo,déjà rassurant,ADV ADJ,5,False,,,,False
3463,doctissimo,qu\'un médecin,ADJ NOM,9,False,,,,False
3465,doctissimo,j\'espère qu\'elle,ADJ NOM,13,False,,,,False
3466,doctissimo,mois mais c\'est,NOM KON NOM,3,False,,,,False
3468,doctissimo,ultra gras,ADJ ADJ,3,False,,,,False
3470,doctissimo,crème de nuit,NOM PRP NOM,4,False,,,,False
3473,doctissimo,c\'est vrai qu\'on,ADJ ADJ NOM,5,False,,,,False
3474,doctissimo,vrai qu\'on,ADJ NOM,7,False,,,,False
3476,doctissimo,faire une demande,VER:infi DET:ART NOM,18,False,,,,False
3479,doctissimo,prochaines séances,ADJ NOM,4,False,,,,False
3480,doctissimo,copine de grossesse,NOM PRP NOM,3,False,,,,False
3481,doctissimo,pris du temps,VER:pper PRP:det NOM,10,False,,,,False
3482,doctissimo,taux double,NOM ADJ,11,False,,,,False
3484,doctissimo,contente et fière,ADJ KON ADJ,3,False,,,,False
3486,doctissimo,larmes aux yeux,NOM PRP:det NOM,35,False,,,,False
3488,doctissimo,petit pyjama,ADJ NOM,6,False,,,,False
3489,doctissimo,acheter des choses,VER:infi PRP:det NOM,3,False,,,,False
3492,doctissimo,belles boucles,ADJ NOM,3,False,,,,False
3495,doctissimo,tite photo,ADJ NOM,14,False,,,,False
3496,doctissimo,petite merveille,ADJ NOM,5,False,,,,False
3497,doctissimo,gygy voulait,NOM VER:impf,3,False,,,,False
3498,doctissimo,faire une piqure,VER:infi DET:ART NOM,3,False,,,,False
3499,doctissimo,trouve bizarre,VER:pres ADJ,13,False,,,,False
3501,doctissimo,test d'ovu positif,NOM PRP NOM ADJ,3,False,,,,False
3502,doctissimo,ovu positif,NOM ADJ,4,False,,,,False
3503,doctissimo,écrire un message,VER:infi DET:ART NOM,6,False,,,,False
3504,doctissimo,ans souffre,NOM VER:pres,7,False,,,,False
3505,doctissimo,forme d'épilepsie,NOM PRP NOM,3,False,,,,False
3506,doctissimo,vie scolaire,NOM ADJ,3,False,,,,False
3507,doctissimo,vie quotidienne,NOM ADJ,44,False,,,,False
3508,doctissimo,franco canadien,ADV ADJ,3,False,,,,False
3510,doctissimo,chapitres successifs,NOM ADJ,6,False,,,,False
3513,doctissimo,besoin de précisions,NOM PRP NOM,6,False,,,,False
3515,doctissimo,comprendre le mécanisme,VER:infi DET:ART NOM,6,False,,,,False
3519,doctissimo,bonne après midi,ADJ PRP NOM,7,False,,,,False
3522,doctissimo,boite mail,NOM NOM,6,False,,,,False
3526,doctissimo,dérivés morphiniques,NOM ADJ,7,False,,,,False
3527,doctissimo,souffre de douleurs,VER:pres PRP NOM,18,False,,,,False
3528,doctissimo,retrouver une vie,VER:infi DET:ART NOM,19,False,,,,False
3529,doctissimo,vie normale,NOM ADJ,93,False,,,,False
3531,doctissimo,quasi disparition,ADV NOM,5,False,,,,False
3532,doctissimo,prescription médicale,NOM ADJ,14,False,,,,True
3535,doctissimo,coup de fouet,NOM PRP NOM,6,False,,,,False
3537,doctissimo,magasin bio,NOM ADJ,25,False,,,,False
3539,doctissimo,petite question ...,ADJ NOM PUN,4,False,,,,False
3540,doctissimo,verre d'eau,NOM PRP NOM,46,False,,,,False
3541,doctissimo,congé parental,NOM ADJ,57,True,D016524,Congé parental,Parental Leave,False
3543,doctissimo,ets vrai,NOM ADJ,5,False,,,,False
3545,doctissimo,déjà fatiguée,ADV VER:pper,3,False,,,,False
3546,doctissimo,produits bio,NOM ADJ,9,True,D058870,Nourriture biologique,"Food, Organic",False
3548,doctissimo,tasse de café,NOM PRP NOM,5,False,,,,False
3550,doctissimo,vente libre,NOM ADJ,33,False,,,,False
3551,doctissimo,possibilité de mettre,NOM PRP VER:infi,3,False,,,,False
3552,doctissimo,proposer un traitement,VER:infi DET:ART NOM,4,False,,,,False
3553,doctissimo,traitement aux hormones,NOM PRP:det NOM,4,False,,,,False
3554,doctissimo,.bonne journée,ADJ NOM,26,False,,,,False
3555,doctissimo,j\'avoue qu\'on,ADJ NOM,3,False,,,,False
3556,doctissimo,qu\'on n\'y,NOM NOM,7,False,,,,False
3557,doctissimo,courbe de croissance,NOM PRP NOM,7,False,,,,False
3558,doctissimo,l\'année dernière,NOM ADJ,35,False,,,,False
3561,doctissimo,type de pathologie,NOM PRP NOM,5,False,,,,False
3562,doctissimo,débuter un traitement,VER:infi DET:ART NOM,4,False,,,,False
3566,doctissimo,faire une recherche,VER:infi DET:ART NOM,17,False,,,,False
3567,doctissimo,c\'est une maladie,NOM DET:ART NOM,26,False,,,,False
3568,doctissimo,maladie osseuse,NOM ADJ,5,False,,,,True
3569,doctissimo,c\'est une question,NOM DET:ART NOM,18,False,,,,False
3570,doctissimo,question de dosage,NOM PRP NOM,4,False,,,,False
3571,doctissimo,genre de traitement,NOM PRP NOM,6,False,,,,False
3573,doctissimo,voulu tenter,VER:pper VER:infi,7,False,,,,False
3575,doctissimo,clopes par jour,NOM PRP NOM,10,False,,,,False
3577,doctissimo,obligé d'arrêter,VER:pper PRP VER:infi,4,False,,,,False
3578,doctissimo,envie arrive,NOM VER:pres,3,False,,,,False
3579,doctissimo,grand verre,ADJ NOM,16,False,,,,False
3580,doctissimo,grand verre d'eau,ADJ NOM PRP NOM,6,False,,,,False
3582,doctissimo,brosser les dents,VER:infi DET:ART NOM,14,False,,,,False
3583,doctissimo,chewing gum,ADJ NOM,16,True,D002638,Gomme à mâcher,Chewing Gum,False
3587,doctissimo,arrêter le tabac,VER:infi DET:ART NOM,5,False,,,,False
3588,doctissimo,cicatrisation complète,NOM ADJ,6,False,,,,False
3589,doctissimo,max par jour,NOM PRP NOM,3,False,,,,False
3590,doctissimo,atteint de la mucoviscidose,VER:pper PRP DET:ART NOM,5,False,,,,False
3592,doctissimo,médecin fera,NOM VER:futu,3,False,,,,False
3593,doctissimo,meilleur moment,ADJ NOM,7,False,,,,False
3594,doctissimo,aide médicale,NOM ADJ,6,True,D008483,Aide médicale,Medical Assistance,True
3595,doctissimo,fécondation in vitro,NOM ADJ NOM,14,True,D005307,Fécondation in vitro,Fertilization in Vitro,True
3596,doctissimo,bonne indication,ADJ NOM,6,False,,,,False
3597,doctissimo,vraiment enceinte,ADV VER:pper,6,False,,,,False
3599,doctissimo,meilleur moyen,ADJ NOM,29,False,,,,False
3601,doctissimo,porteur du gène,NOM PRP:det NOM,4,False,,,,False
3602,doctissimo,maison de retraite,NOM PRP ADJ,26,False,,,,False
3604,doctissimo,faire une activité,VER:infi DET:ART NOM,8,False,,,,False
3605,doctissimo,peut-être essayer,ADV VER:infi,12,False,,,,False
3607,doctissimo,petit mot gentil,ADJ NOM ADJ,3,False,,,,False
3608,doctissimo,situation difficile,NOM ADJ,7,False,,,,False
3609,doctissimo,réponses bienveillantes,NOM ADJ,3,False,,,,False
3610,doctissimo,niveau de l'estomac,NOM PRP DET:ART NOM,22,False,,,,False
3612,doctissimo,ultra levure,ADJ NOM,6,False,,,,False
3613,doctissimo,cachet à prendre,NOM PRP VER:infi,5,False,,,,False
3614,doctissimo,prendre le soir,VER:infi DET:ART NOM,11,False,,,,False
3616,doctissimo,petite cure,ADJ NOM,12,False,,,,False
3617,doctissimo,cure de probiotiques,NOM PRP ADJ,3,False,,,,False
3618,doctissimo,flore intestinale,NOM ADJ,44,True,D000069196,Microbiome gastro-intestinal,Gastrointestinal Microbiome,False
3620,doctissimo,colon irritable,NOM ADJ,45,False,,,,False
3621,doctissimo,majorité des cas,NOM PRP:det NOM,29,False,,,,False
3622,doctissimo,prise d\'antibiotiques,NOM ADJ,3,False,,,,False
3623,doctissimo,l\'activité physique,NOM ADJ,4,False,,,,False
3624,doctissimo,prochaines semaines,ADJ NOM,15,False,,,,False
3625,doctissimo,problème similaire,NOM ADJ,19,False,,,,False
3626,doctissimo,médecin de famille,NOM PRP NOM,46,False,,,,True
3627,doctissimo,mal exprimé,ADV VER:pper,5,False,,,,False
3628,doctissimo,légumes cuits,NOM VER:pper,9,False,,,,False
3630,doctissimo,pris des probiotiques,VER:pper PRP:det NOM,3,False,,,,False
3631,doctissimo,prise d'antibiotiques,NOM PRP NOM,6,False,,,,False
3634,doctissimo,eau par jour,NOM PRP NOM,19,False,,,,False
3635,doctissimo,prendre des aliments,VER:infi PRP:det NOM,3,False,,,,False
3637,doctissimo,donne des symptômes,VER:pres PRP:det NOM,3,False,,,,False
3638,doctissimo,gravement malade,ADV ADJ,6,False,,,,False
3639,doctissimo,donner de l'argent,VER:infi PRP DET:ART NOM,3,False,,,,False
3640,doctissimo,déséquilibre de la flore,NOM PRP DET:ART NOM,9,False,,,,False
3641,doctissimo,petit intestin,ADJ NOM,4,False,,,,False
3642,doctissimo,bonne place,ADJ NOM,5,False,,,,False
3644,doctissimo,mettre des images,VER:infi PRP:det NOM,9,False,,,,False
3645,doctissimo,qu\'il aime,NOM VER:pres,7,False,,,,False
3646,doctissimo,d\'un petit,ADJ ADJ,31,False,,,,False
3647,doctissimo,d\'un petit garçon,ADJ ADJ NOM,9,False,,,,False
3649,doctissimo,joindre une image,VER:infi DET:ART NOM,3,False,,,,False
3650,doctissimo,disque dur,NOM ADJ,4,False,,,,False
3653,doctissimo,cas précis,NOM ADJ,14,False,,,,False
3654,doctissimo,raison d\'une,NOM ADJ,5,False,,,,False
3655,doctissimo,examens complémentaires,NOM ADJ,31,False,,,,False
3657,doctissimo,future intervention,ADJ NOM,4,False,,,,False
3659,doctissimo,court terme,ADJ NOM,36,False,,,,False
3660,doctissimo,décider du traitement,VER:infi PRP:det NOM,4,False,,,,False
3661,doctissimo,clairement perdu,ADV VER:pper,3,False,,,,False
3662,doctissimo,perdu du temps,VER:pper PRP:det NOM,8,False,,,,False
3663,doctissimo,chances de survie,NOM PRP NOM,7,False,,,,False
3665,doctissimo,greffe de moelle,NOM PRP NOM,12,False,,,,False
3666,doctissimo,choix thérapeutique,NOM ADJ,5,False,,,,False
3667,doctissimo,permis de faire,VER:pper PRP VER:infi,9,False,,,,False
3668,doctissimo,prendre conscience,VER:infi NOM,26,False,,,,False
3669,doctissimo,ministère de la santé,NOM PRP DET:ART NOM,10,False,,,,True
3670,doctissimo,libre choix,ADJ NOM,5,False,,,,False
3674,doctissimo,faire appel,VER:infi NOM,21,False,,,,False
3675,doctissimo,lourde intervention,ADJ NOM,4,False,,,,False
3677,doctissimo,opération réussie,NOM VER:pper,4,False,,,,False
3678,doctissimo,ptit bonhomme,VER:pres ADJ,11,False,,,,False
3680,doctissimo,donner pleins,VER:infi ADJ,3,False,,,,False
3683,doctissimo,pleins pleins de courage,ADJ ADJ PRP NOM,3,False,,,,False
3684,doctissimo,pleins de courage,ADJ PRP NOM,24,False,,,,False
3685,doctissimo,demande des parents,NOM PRP:det NOM,5,False,,,,False
3686,doctissimo,parents d\'un,NOM ADJ,5,False,,,,False
3687,doctissimo,d\'un enfant,ADJ NOM,18,False,,,,False
3688,doctissimo,enfant atteint,NOM VER:pper,12,False,,,,False
3689,doctissimo,atteint d\'une,VER:pper ADJ,9,False,,,,False
3690,doctissimo,d\'une tumeur,ADJ NOM,7,False,,,,False
3691,doctissimo,parents veulent,NOM VER:pres,6,False,,,,False
3692,doctissimo,permettre de demander,VER:infi PRP VER:infi,4,False,,,,False
3693,doctissimo,d\'une intervention,ADJ NOM,3,False,,,,False
3697,doctissimo,traitement le plus adapté,NOM DET:ART ADV VER:pper,3,False,,,,False
3698,doctissimo,acte chirurgical,NOM ADJ,5,False,,,,False
3699,doctissimo,partie du corps,NOM PRP:det NOM,17,False,,,,False
3700,doctissimo,partie du corps médical,NOM PRP:det NOM ADJ,3,False,,,,False
3701,doctissimo,corps médical,NOM ADJ,70,True,D008503,Corps médical,Medical Staff,False
3703,doctissimo,parents de l\'enfant,NOM PRP NOM,3,False,,,,False
3704,doctissimo,petit bonhomme,ADJ NOM,57,False,,,,False
3705,doctissimo,dessins animés,NOM VER:pper,9,False,,,,False
3706,doctissimo,donner des idées,VER:infi PRP:det NOM,13,False,,,,False
3707,doctissimo,c\'est terrible,NOM ADJ,7,False,,,,False
3709,doctissimo,moteur de recherche,NOM PRP NOM,20,True,D057386,Moteur de recherche,Search Engine,False
3710,doctissimo,qu\'on veut,NOM VER:pres,21,False,,,,False
3712,doctissimo,p'tit bonhomme,NOM ADJ,3,False,,,,False
3713,doctissimo,gros poutoux,ADV ADJ,3,False,,,,False
3714,doctissimo,courage aux parents,NOM PRP:det NOM,5,False,,,,False
3715,doctissimo,causer des problèmes,VER:infi PRP:det NOM,6,False,,,,False
3716,doctissimo,grand bonjour,ADJ NOM,3,False,,,,False
3718,doctissimo,opéré d'une tumeur,VER:pper PRP DET:ART NOM,5,False,,,,False
3721,doctissimo,filles et garçons,NOM KON NOM,3,False,,,,False
3723,doctissimo,ans dans quelques jours,NOM PRP PRO:IND NOM,7,False,,,,False
3725,doctissimo,savoir le sexe,VER:infi DET:ART NOM,36,False,,,,False
3726,doctissimo,chose pour bébé,NOM PRP NOM,3,False,,,,False
3728,doctissimo,m\'y attendais,NOM VER:impf,5,False,,,,False
3729,doctissimo,tombe pas enceinte,VER:pres ADV VER:pper,8,False,,,,False
3731,doctissimo,enceinte lol,VER:pper NOM,5,False,,,,False
3732,doctissimo,route bébé,NOM NOM,3,False,,,,False
3735,doctissimo,cycles réguliers,NOM ADJ,21,False,,,,False
3737,doctissimo,bonne humeur,ADJ NOM,43,False,,,,False
3738,doctissimo,mois d\'écart,NOM NOM,8,False,,,,False
3739,doctissimo,tombais enceinte,VER:impf NOM,3,False,,,,False
3741,doctissimo,petit gars,ADJ NOM,52,False,,,,False
3742,doctissimo,surprise à la naissance,VER:pper PRP DET:ART NOM,3,False,,,,False
3744,doctissimo,bébé ange,NOM NOM,11,False,,,,False
3745,doctissimo,fille est née,NOM VER:pres VER:pper,26,False,,,,False
3747,doctissimo,petite bosse,ADJ NOM,15,False,,,,False
3748,doctissimo,kyste synovial,NOM ADJ,3,True,D013581,Kyste synovial,Synovial Cyst,False
3749,doctissimo,poignet droit,NOM ADJ,5,False,,,,False
3750,doctissimo,voulu opérer,VER:pper VER:infi,3,False,,,,False
3751,doctissimo,rdv fin,VER:pper ADJ,6,False,,,,False
3752,doctissimo,porter la nuit,VER:infi DET:ART NOM,4,False,,,,False
3753,doctissimo,attendre le résultat,VER:infi DET:ART NOM,8,False,,,,False
3754,doctissimo,résultat de l'irm,NOM PRP DET:ART NOM,7,False,,,,False
3755,doctissimo,traitement médicamenteux,NOM ADJ,18,True,D004358,Traitement médicamenteux,Drug Therapy,True
3757,doctissimo,essayé de prendre,VER:pper PRP VER:infi,10,False,,,,False
3759,doctissimo,niveau douleur,NOM NOM,25,False,,,,False
3760,doctissimo,niveau de la douleur,NOM PRP DET:ART NOM,12,False,,,,False
3762,doctissimo,arrêt de travail,NOM PRP NOM,76,True,D018582,Congé maladie,Sick Leave,True
3769,doctissimo,passer par le médecin,VER:infi PRP DET:ART NOM,4,False,,,,False
3771,doctissimo,bout d'une minute,NOM PRP DET:ART NOM,3,False,,,,False
3773,doctissimo,bonne soiree,ADJ NOM,30,False,,,,False
3777,doctissimo,oublié de préciser,VER:pper PRP VER:infi,30,False,,,,False
3779,doctissimo,faire une analyse de sang,VER:infi DET:ART NOM PRP NOM,7,False,,,,False
3780,doctissimo,analyse de sang,NOM PRP NOM,52,False,,,,False
3782,doctissimo,sang a révélé,NOM VER:pres VER:pper,3,False,,,,False
3783,doctissimo,mauvaise circulation,ADJ NOM,24,False,,,,False
3784,doctissimo,bains d'eau,NOM PRP NOM,3,False,,,,False
3785,doctissimo,eau chaude,NOM ADJ,76,False,,,,False
3787,doctissimo,hyper activité,NOM NOM,3,False,,,,False
3788,doctissimo,anti inflamatoire,NOM ADJ,14,False,,,,False
3789,doctissimo,anti dépresseur,ADJ NOM,21,False,,,,False
3790,doctissimo,faire face,VER:infi NOM,50,False,,,,False
3791,doctissimo,grands mères,ADJ NOM,5,True,,,,False
3792,doctissimo,donne espoir,VER:pres NOM,6,False,,,,False
3793,doctissimo,systeme nerveux,NOM ADJ,4,False,,,,False
3794,doctissimo,nerveux centrale,ADJ ADJ,3,False,,,,False
3795,doctissimo,tete sous l'eau,NOM PRP DET:ART NOM,3,False,,,,False
3796,doctissimo,donner des explications,VER:infi PRP:det NOM,3,False,,,,False
3797,doctissimo,fond du trou,NOM PRP:det NOM,11,False,,,,False
3798,doctissimo,super content,ADJ NOM,18,False,,,,False
3803,doctissimo,message d'espoir,NOM PRP NOM,6,False,,,,False
3804,doctissimo,précédent message,ADJ NOM,11,False,,,,False
3805,doctissimo,test d'audition,NOM PRP NOM,3,False,,,,False
3806,doctissimo,décidé de traiter,VER:pper PRP VER:infi,3,False,,,,False
3807,doctissimo,mois de temps,NOM PRP NOM,3,False,,,,False
3808,doctissimo,pleine nuit,ADJ NOM,53,False,,,,False
3810,doctissimo,témoignage positif,NOM ADJ,6,False,,,,False
3814,doctissimo,sensation de vide,NOM PRP ADJ,4,False,,,,False
3815,doctissimo,mauvaise image,ADJ NOM,11,False,,,,False
3816,doctissimo,c\'est clair,NOM ADJ,42,False,,,,False
3817,doctissimo,bonne image,ADJ NOM,6,False,,,,False
